prénom,nom,senateur
Guy,Vissac,http://www.wikidata.org/entity/Q3122205
Guy,de La Verpillière,http://www.wikidata.org/entity/Q3122257
François,Calvet,http://www.wikidata.org/entity/Q3084176
François,Collet,http://www.wikidata.org/entity/Q3084296
François,Commeinhes,http://www.wikidata.org/entity/Q3084299
François,Delga,http://www.wikidata.org/entity/Q3084402
François,Duval,http://www.wikidata.org/entity/Q3084551
François,Fortassin,http://www.wikidata.org/entity/Q3084631
François,Gautier,http://www.wikidata.org/entity/Q3084697
François,Giacobbi,http://www.wikidata.org/entity/Q3084722
François,Grosdidier,http://www.wikidata.org/entity/Q3084783
François,Louisy,http://www.wikidata.org/entity/Q3085226
François,Marc,http://www.wikidata.org/entity/Q3085285
François,Mathieu,http://www.wikidata.org/entity/Q3085332
François,Minard,http://www.wikidata.org/entity/Q3085365
François,Patriat,http://www.wikidata.org/entity/Q3085525
François,Pillet,http://www.wikidata.org/entity/Q3085576
François,Prigent,http://www.wikidata.org/entity/Q3085612
François,Schleiter,http://www.wikidata.org/entity/Q3085812
François,Trucy,http://www.wikidata.org/entity/Q3085941
François,Zocchetto,http://www.wikidata.org/entity/Q3086080
François,Philippon,http://www.wikidata.org/entity/Q3121291
François,Longchambon,http://www.wikidata.org/entity/Q3131500
Françoise,Cartron,http://www.wikidata.org/entity/Q3086428
Françoise,Henneron,http://www.wikidata.org/entity/Q3086513
Françoise,Laborde,http://www.wikidata.org/entity/Q3086533
Françoise,Seligmann,http://www.wikidata.org/entity/Q3086604
Germain,Authié,http://www.wikidata.org/entity/Q3104086
Henri,Belcour,http://www.wikidata.org/entity/Q3130651
Henri,Claireaux,http://www.wikidata.org/entity/Q3130836
Henri,Collard,http://www.wikidata.org/entity/Q3130856
Henri,Collette,http://www.wikidata.org/entity/Q3130859
Henri,Desseigne,http://www.wikidata.org/entity/Q3130976
Henri,Duffaut,http://www.wikidata.org/entity/Q3131008
Henri,Fréville,http://www.wikidata.org/entity/Q3131134
Henri,Gallet,http://www.wikidata.org/entity/Q3131154
Henri,Le Breton,http://www.wikidata.org/entity/Q3131435
Henri,Longchambon,http://www.wikidata.org/entity/Q3131500
Henri,Moreau,http://www.wikidata.org/entity/Q3131676
Henri,Parisot,http://www.wikidata.org/entity/Q3131740
Henri,Paumelle,http://www.wikidata.org/entity/Q3131751
Henri,Portier,http://www.wikidata.org/entity/Q3131825
Henri,Prêtre,http://www.wikidata.org/entity/Q3131841
Henri,Revol,http://www.wikidata.org/entity/Q3131899
Henri,Tandonnet,http://www.wikidata.org/entity/Q3132054
Gilbert,Barbier,http://www.wikidata.org/entity/Q3105594
Gilbert,Belin,http://www.wikidata.org/entity/Q3105597
Gilbert,Chabroux,http://www.wikidata.org/entity/Q3105647
Gilbert,Devèze,http://www.wikidata.org/entity/Q3105685
Gilbert,Roger,http://www.wikidata.org/entity/Q3105844
Hector,Peschaud,http://www.wikidata.org/entity/Q3129272
Pierre,Philippon,http://www.wikidata.org/entity/Q3121291
Gabriel,Calmels,http://www.wikidata.org/entity/Q3093658
Gabriel,Montpied,http://www.wikidata.org/entity/Q3093885
Gabriel,Tellier,http://www.wikidata.org/entity/Q3093970
Gérard,Bailly,http://www.wikidata.org/entity/Q3123731
Gérard,Braun,http://www.wikidata.org/entity/Q3123794
Gérard,Claudel,http://www.wikidata.org/entity/Q3123848
Gérard,Cornu,http://www.wikidata.org/entity/Q3123859
Gérard,César,http://www.wikidata.org/entity/Q3123874
Gérard,Dériot,http://www.wikidata.org/entity/Q3123936
Gérard,Fayolle,http://www.wikidata.org/entity/Q3123950
Gérard,Gaud,http://www.wikidata.org/entity/Q3123978
Gérard,Le Cam,http://www.wikidata.org/entity/Q3124087
Gérard,Minvielle,http://www.wikidata.org/entity/Q3124180
Gérard,Miquel,http://www.wikidata.org/entity/Q3124185
Gérard,Roche,http://www.wikidata.org/entity/Q3124276
Georges,Bonnet,http://www.wikidata.org/entity/Q3102320
Georges,Boulanger,http://www.wikidata.org/entity/Q3102342
Georges,Constant,http://www.wikidata.org/entity/Q3102506
Georges,Constant,http://www.wikidata.org/entity/Q3102506
Georges,Dardel,http://www.wikidata.org/entity/Q3102550
Georges,Dayan,http://www.wikidata.org/entity/Q3102558
Georges,Ginoux,http://www.wikidata.org/entity/Q3102774
Georges,Labazée,http://www.wikidata.org/entity/Q3102984
Georges,Othily,http://www.wikidata.org/entity/Q3103289
Georges,Portmann,http://www.wikidata.org/entity/Q3103364
Georges,Rougeron,http://www.wikidata.org/entity/Q3103436
Georges,Treille,http://www.wikidata.org/entity/Q3103560
Félix,Desplan,http://www.wikidata.org/entity/Q3092430
Félix,Leyzour,http://www.wikidata.org/entity/Q3092507
Frédéric,Bourguet,http://www.wikidata.org/entity/Q3089655
Frédéric,Wirth,http://www.wikidata.org/entity/Q3090278
Gustave,Philippon,http://www.wikidata.org/entity/Q3121291
Gaëtan,Gorce,http://www.wikidata.org/entity/Q3099918
Gaston,Pams,http://www.wikidata.org/entity/Q3099109
Geneviève,Le Bellegou-Béguin,http://www.wikidata.org/entity/Q3100668
Frédérique,Espagnac,http://www.wikidata.org/entity/Q3090373
Gélita,Hoarau,http://www.wikidata.org/entity/Q3122917
Claudine,Kauffmann,http://www.wikidata.org/entity/Q41520860
Jean-Jacques,Mirassou,http://www.wikidata.org/entity/Q3166355
Jacqueline,Alduy,http://www.wikidata.org/entity/Q3157664
Jacqueline,Alquier,http://www.wikidata.org/entity/Q3157667
Jacqueline,Fraysse,http://www.wikidata.org/entity/Q3157725
Jacqueline,Gourault,http://www.wikidata.org/entity/Q3157735
Jacqueline,Panis,http://www.wikidata.org/entity/Q3157779
James,Bordas,http://www.wikidata.org/entity/Q3160949
James,Marson,http://www.wikidata.org/entity/Q3161257
Jean-Jacques,Filleul,http://www.wikidata.org/entity/Q3166254
Jean-Jacques,Hyest,http://www.wikidata.org/entity/Q3166300
Jean-Jacques,Jégou,http://www.wikidata.org/entity/Q3166308
Jean-Jacques,Lasserre,http://www.wikidata.org/entity/Q3166328
Jean-Jacques,Lozac'h,http://www.wikidata.org/entity/Q3166338
Ivan,Renar,http://www.wikidata.org/entity/Q3156174
Jacques,Baudot,http://www.wikidata.org/entity/Q3158204
Jacques,Bellanger,http://www.wikidata.org/entity/Q3158230
Jacques,Berthou,http://www.wikidata.org/entity/Q3158263
Jacques,Bigot,http://www.wikidata.org/entity/Q3158284
Jacques,Blanc,http://www.wikidata.org/entity/Q3158295
Jacques,Boisrond,http://www.wikidata.org/entity/Q3158311
Jacques,Braconnier,http://www.wikidata.org/entity/Q3158385
Jacques,Bérard,http://www.wikidata.org/entity/Q3158444
Jacques,Chaumont,http://www.wikidata.org/entity/Q3158522
Jacques,Chiron,http://www.wikidata.org/entity/Q3158540
Jacques,Cornano,http://www.wikidata.org/entity/Q3158569
Jacques,Coudert,http://www.wikidata.org/entity/Q3158584
Jacques,Descours,http://www.wikidata.org/entity/Q3158718
Jacques,Dominati,http://www.wikidata.org/entity/Q3158751
Jacques,Donnay,http://www.wikidata.org/entity/Q3158754
Jacques,Durand,http://www.wikidata.org/entity/Q3158821
Jacques,Eberhard,http://www.wikidata.org/entity/Q3158838
Jacques,Faggianelli,http://www.wikidata.org/entity/Q3158866
Jacques,Gautier,http://www.wikidata.org/entity/Q3158984
Jacques,Genton,http://www.wikidata.org/entity/Q3158990
Jacques,Gillot,http://www.wikidata.org/entity/Q3158995
Jacques,Grandon,http://www.wikidata.org/entity/Q3159022
Jacques,Grosperrin,http://www.wikidata.org/entity/Q3159042
Jacques,Habert,http://www.wikidata.org/entity/Q3159073
Jacques,Le Nay,http://www.wikidata.org/entity/Q3159317
Jacques,Legendre,http://www.wikidata.org/entity/Q3159355
Jacques,Machet,http://www.wikidata.org/entity/Q3159452
Jacques,Mahéas,http://www.wikidata.org/entity/Q3159460
Jacques,Marette,http://www.wikidata.org/entity/Q3159489
Jacques,Maury,http://www.wikidata.org/entity/Q3159534
Jacques,Mossion,http://www.wikidata.org/entity/Q3159610
Jacques,Moulinier,http://www.wikidata.org/entity/Q3159613
Jacques,Muller,http://www.wikidata.org/entity/Q3159623
Jacques,Ménard,http://www.wikidata.org/entity/Q3159633
Jacques,Oudin,http://www.wikidata.org/entity/Q3159696
Jacques,Pelletier,http://www.wikidata.org/entity/Q3159731
Jacques,Piot,http://www.wikidata.org/entity/Q3159773
Jacques,Richard,http://www.wikidata.org/entity/Q3159871
Jacques,Rocca,http://www.wikidata.org/entity/Q3159893
Jacques,Serra,http://www.wikidata.org/entity/Q3159893
Jacques,Sanglier,http://www.wikidata.org/entity/Q3159966
Jacques,Sourdille,http://www.wikidata.org/entity/Q3160025
Jacques,Toutain,http://www.wikidata.org/entity/Q3160101
Jacques,Valade,http://www.wikidata.org/entity/Q3160121
Jacques,Vassor,http://www.wikidata.org/entity/Q3160141
Jacques,Verneuil,http://www.wikidata.org/entity/Q3160160
Jacques,de Menou,http://www.wikidata.org/entity/Q3160316
Henry,Loste,http://www.wikidata.org/entity/Q3132919
Jack,Ralite,http://www.wikidata.org/entity/Q3157296
Jean-Baptiste,Dufeu,http://www.wikidata.org/entity/Q3164041
Jean-Baptiste,Mathias,http://www.wikidata.org/entity/Q3164272
Henri,de Raincourt,http://www.wikidata.org/entity/Q3132361
Henri,Loste,http://www.wikidata.org/entity/Q3132919
Jean-Claude,Boulard,http://www.wikidata.org/entity/Q3164858
Jean-Claude,Carle,http://www.wikidata.org/entity/Q3164888
Jean-Claude,Danglot,http://www.wikidata.org/entity/Q3164926
Jean-Claude,Frécon,http://www.wikidata.org/entity/Q3164977
Jean-Claude,Lenoir,http://www.wikidata.org/entity/Q3165074
Jean-Claude,Lenoir,http://www.wikidata.org/entity/Q3165074
Jean-Claude,Luche,http://www.wikidata.org/entity/Q3165082
Jean-Claude,Peyronnet,http://www.wikidata.org/entity/Q3165170
Jean-Claude,Requier,http://www.wikidata.org/entity/Q3165189
Jean-Claude,Étienne,http://www.wikidata.org/entity/Q3165278
Jean-Claude,Boulard,http://www.wikidata.org/entity/Q3164858
Jean-Claude,Carle,http://www.wikidata.org/entity/Q3164888
Jean-Claude,Danglot,http://www.wikidata.org/entity/Q3164926
Jean-Claude,Frécon,http://www.wikidata.org/entity/Q3164977
Jean-Claude,Lenoir,http://www.wikidata.org/entity/Q3165074
Jean-Claude,Lenoir,http://www.wikidata.org/entity/Q3165074
Jean-Claude,Luche,http://www.wikidata.org/entity/Q3165082
Jean-Claude,Peyronnet,http://www.wikidata.org/entity/Q3165170
Jean-Claude,Requier,http://www.wikidata.org/entity/Q3165189
Jean-Claude,Étienne,http://www.wikidata.org/entity/Q3165278
Jean-François,Humbert,http://www.wikidata.org/entity/Q3165671
Jean-François,Le Grand,http://www.wikidata.org/entity/Q3165731
Jean-François,Pintat,http://www.wikidata.org/entity/Q3165826
Isabelle,Pasquet,http://www.wikidata.org/entity/Q3155005
Hélène,Conway,http://www.wikidata.org/entity/Q3144735
Hélène,Mouret,http://www.wikidata.org/entity/Q3144735
Hélène,Édeline,http://www.wikidata.org/entity/Q3144759
Hélène,Lipietz,http://www.wikidata.org/entity/Q3144806
Hélène,Luc,http://www.wikidata.org/entity/Q3144808
Hélène,Missoffe,http://www.wikidata.org/entity/Q3144821
Hubert,Durand,http://www.wikidata.org/entity/Q3141995
Hubert,Durand,http://www.wikidata.org/entity/Q3141997
Hubert,Chastel,http://www.wikidata.org/entity/Q3141997
Hilarion,Vendégou,http://www.wikidata.org/entity/Q3135560
Hugues,Portelli,http://www.wikidata.org/entity/Q3142662
Jackie,Pierre,http://www.wikidata.org/entity/Q3157403
Hervé,Marseille,http://www.wikidata.org/entity/Q3134586
Hervé,Maurey,http://www.wikidata.org/entity/Q3134596
Janine,Bardou,http://www.wikidata.org/entity/Q3161979
Hilaire,Flandre,http://www.wikidata.org/entity/Q3135521
Honoré,Bailet,http://www.wikidata.org/entity/Q3140204
Hermeline,Malherbe,http://www.wikidata.org/entity/Q3134205
Jacques-Bernard,Magner,http://www.wikidata.org/entity/Q3157890
Abdelkrim,Sadi,http://www.wikidata.org/entity/Q19845808
Nadège,Lefebvre,http://www.wikidata.org/entity/Q40954397
Pascal,Martin,http://www.wikidata.org/entity/Q19956565
Loïc,Hervé,http://www.wikidata.org/entity/Q18744821
Marie,Mercier,http://www.wikidata.org/entity/Q20083724
Muriel,Jourda,http://www.wikidata.org/entity/Q41227162
Jacques,Genest,http://www.wikidata.org/entity/Q18202615
Jacques,Moutet,http://www.wikidata.org/entity/Q19845801
Jacques,Rosselli,http://www.wikidata.org/entity/Q19845807
Xavier,Iacovelli,http://www.wikidata.org/entity/Q40954423
François,Bonhomme,http://www.wikidata.org/entity/Q18202577
Denise,Saint-Pé,http://www.wikidata.org/entity/Q41187776
Patricia,Richaud,http://www.wikidata.org/entity/Q18681585
Patricia,Morhet,http://www.wikidata.org/entity/Q18681585
Françoise,Gatel,http://www.wikidata.org/entity/Q18202579
Sébastien,Meurant,http://www.wikidata.org/entity/Q40973813
Fernand,Male,http://www.wikidata.org/entity/Q19845795
Maurice,Walker,http://www.wikidata.org/entity/Q19845811
Maurice,Martin,http://www.wikidata.org/entity/Q19956565
Henri,Elby,http://www.wikidata.org/entity/Q21486115
Lana,Tetuanui,http://www.wikidata.org/entity/Q19887794
Maryse,Carrère,http://www.wikidata.org/entity/Q40871238
Christine,Lavarde,http://www.wikidata.org/entity/Q41055355
Christine,Herzog,http://www.wikidata.org/entity/Q41253801
Christine,Herzog,http://www.wikidata.org/entity/Q41253801
Pierre,Lefebvre,http://www.wikidata.org/entity/Q23057013
Pierre,Cuypers,http://www.wikidata.org/entity/Q27949568
Pierre,Louault,http://www.wikidata.org/entity/Q40910532
Catherine,Fournier,http://www.wikidata.org/entity/Q40950154
René,Danesi,http://www.wikidata.org/entity/Q18202585
René,Montaldo,http://www.wikidata.org/entity/Q19845800
Julien,Bargeton,http://www.wikidata.org/entity/Q40895865
Alain,Duran,http://www.wikidata.org/entity/Q18202625
Charles,Aubry,http://www.wikidata.org/entity/Q20027649
Jean-Claude,Tissot,http://www.wikidata.org/entity/Q41246319
Jean-Claude,Tissot,http://www.wikidata.org/entity/Q41246319
Jean-François,Rapin,http://www.wikidata.org/entity/Q22252744
Stéphane,Piednoir,http://www.wikidata.org/entity/Q41246286
Paul,Favre,http://www.wikidata.org/entity/Q19845786
Gabriel,Burgat,http://www.wikidata.org/entity/Q19845783
Isabelle,Raimond-Pavero,http://www.wikidata.org/entity/Q40905122
Jean-Pierre,Vogel,http://www.wikidata.org/entity/Q18202580
Jean-Pierre,Corbisez,http://www.wikidata.org/entity/Q41069984
Jean-Yves,Roux,http://www.wikidata.org/entity/Q18202576
Jean,Sol,http://www.wikidata.org/entity/Q40896414
Manuel,Ferre,http://www.wikidata.org/entity/Q19845787
Nadia,Sollogoub,http://www.wikidata.org/entity/Q41374046
Daniel,Gremillet,http://www.wikidata.org/entity/Q18202569
Michel,Forissier,http://www.wikidata.org/entity/Q18202583
Michel,Dennemont,http://www.wikidata.org/entity/Q40885959
Bernard,Delcros,http://www.wikidata.org/entity/Q20962459
Nicole,Duranton,http://www.wikidata.org/entity/Q18202594
Michelle,Gréaume,http://www.wikidata.org/entity/Q41099340
Fabien,Gay,http://www.wikidata.org/entity/Q41099326
Corinne,Féret,http://www.wikidata.org/entity/Q20082373
Corinne,Féret,http://www.wikidata.org/entity/Q20082373
Nathalie,Delattre,http://www.wikidata.org/entity/Q41487488
Olivier,Paccaud,http://www.wikidata.org/entity/Q41230511
Olivier,Jacquin,http://www.wikidata.org/entity/Q41250063
Max,Brisson,http://www.wikidata.org/entity/Q38285283
Mathieu,Darnaud,http://www.wikidata.org/entity/Q19628703
Véronique,Guillotin,http://www.wikidata.org/entity/Q41250027
Claude,Kern,http://www.wikidata.org/entity/Q18215030
Claude,Dumont,http://www.wikidata.org/entity/Q19629549
Didier,Mandelli,http://www.wikidata.org/entity/Q18202593
Didier,Rambaud,http://www.wikidata.org/entity/Q38614238
Christian,Manable,http://www.wikidata.org/entity/Q18215234
Christian,Martin,http://www.wikidata.org/entity/Q19956565
Patrick,Abate,http://www.wikidata.org/entity/Q18578172
Patrick,Masclet,http://www.wikidata.org/entity/Q19826679
Jean-Louis,Lagourgue,http://www.wikidata.org/entity/Q40915163
Martine,Filleul,http://www.wikidata.org/entity/Q41067415
Martine,Berthet,http://www.wikidata.org/entity/Q41072238
Anne-Marie,Bertrand,http://www.wikidata.org/entity/Q41068005
Élisabeth,Doineau,http://www.wikidata.org/entity/Q18214565
Élisabeth,Doineau,http://www.wikidata.org/entity/Q18214565
Cédric,Perrin,http://www.wikidata.org/entity/Q18214310
Gisèle,Jourda,http://www.wikidata.org/entity/Q18202624
Jérôme,Bascher,http://www.wikidata.org/entity/Q33186015
Etienne,Gay,http://www.wikidata.org/entity/Q19845788
Guillaume,Gontard,http://www.wikidata.org/entity/Q40914766
Viviane,Malet,http://www.wikidata.org/entity/Q40884801
Victoire,Jasmin,http://www.wikidata.org/entity/Q41013798
Jean-Raymond,Hugonet,http://www.wikidata.org/entity/Q40914187
Pascale,Bories,http://www.wikidata.org/entity/Q41398289
Jocelyne,Guidez,http://www.wikidata.org/entity/Q41073013
Al,Cheikh,http://www.wikidata.org/entity/Q20027617
Agnès,Canayer,http://www.wikidata.org/entity/Q18202568
Mohamed,Belabed,http://www.wikidata.org/entity/Q19845771
Mohamed,Megdoud,http://www.wikidata.org/entity/Q19845797
Mohamed,Mokrane,http://www.wikidata.org/entity/Q19845799
Mohamed,Abdellatif,http://www.wikidata.org/entity/Q20027752
Léopold,Morel,http://www.wikidata.org/entity/Q19358783
Léopold,Morel,http://www.wikidata.org/entity/Q19358783
Stéphanie,Riocreux,http://www.wikidata.org/entity/Q19845565
Frédérique,Puissat,http://www.wikidata.org/entity/Q40919469
Marie-Christine,Chauvin,http://www.wikidata.org/entity/Q41187755
Évelyne,Yonnet,http://www.wikidata.org/entity/Q19628627
Évelyne,Rivollier,http://www.wikidata.org/entity/Q27990079
Évelyne,Renaud,http://www.wikidata.org/entity/Q41018380
Vivette,Lopez,http://www.wikidata.org/entity/Q18202588
Sliman,Belhabich,http://www.wikidata.org/entity/Q19845772
Jean-Pierre,Cantegrit,http://www.wikidata.org/entity/Q3169106
Jean-Pierre,Demerliat,http://www.wikidata.org/entity/Q3169200
Jean-Noël,Cardoux,http://www.wikidata.org/entity/Q3168236
Josy,Moinet,http://www.wikidata.org/entity/Q3186125
Joseph,Clerc,http://www.wikidata.org/entity/Q3171341
Joseph,Beaujannot,http://www.wikidata.org/entity/Q3184581
Joseph,Kergueris,http://www.wikidata.org/entity/Q3185162
Joseph,Ostermann,http://www.wikidata.org/entity/Q3185435
Joseph,Raybaud,http://www.wikidata.org/entity/Q3185547
Joseph,Yvon,http://www.wikidata.org/entity/Q3185801
Jean-Jacques,Panunzi,http://www.wikidata.org/entity/Q3166376
Jean-Jacques,Perron,http://www.wikidata.org/entity/Q3166380
Jean-Jacques,Pignard,http://www.wikidata.org/entity/Q3166383
Jean-Jacques,Robert,http://www.wikidata.org/entity/Q3166393
Jean-Luc,Fichet,http://www.wikidata.org/entity/Q3167146
Jean-Marie,Poirier,http://www.wikidata.org/entity/Q3167778
Jean-Marie,Rausch,http://www.wikidata.org/entity/Q3167797
Jean-Marie,Rausch,http://www.wikidata.org/entity/Q3167797
Jean-Marie,Vanlerenberghe,http://www.wikidata.org/entity/Q3167857
Jean-Marie,Bailly,http://www.wikidata.org/entity/Q3170502
Jean-Patrick,Courtois,http://www.wikidata.org/entity/Q3168316
Josette,Durrieu,http://www.wikidata.org/entity/Q3185933
Jean-Pierre,Bansard,http://www.wikidata.org/entity/Q3168968
Jean-Pierre,Bayle,http://www.wikidata.org/entity/Q3168987
Jean-Pierre,Blanc,http://www.wikidata.org/entity/Q3169018
Jean-Pierre,Blanchet,http://www.wikidata.org/entity/Q3169025
Jean-Pierre,Caffet,http://www.wikidata.org/entity/Q3169094
Jean-Pierre,Camoin,http://www.wikidata.org/entity/Q3169101
Jean-Pierre,Chauveau,http://www.wikidata.org/entity/Q3169128
Jean-Pierre,Godefroy,http://www.wikidata.org/entity/Q3169352
Jean-Pierre,Grand,http://www.wikidata.org/entity/Q3169366
Jean-Pierre,Lafond,http://www.wikidata.org/entity/Q3169456
Jean-Pierre,Leleux,http://www.wikidata.org/entity/Q3169500
Jean-Pierre,Masseret,http://www.wikidata.org/entity/Q3169556
Jean-Pierre,Michel,http://www.wikidata.org/entity/Q3169573
Jean-Pierre,Schosteck,http://www.wikidata.org/entity/Q3169756
Jean-Pierre,Sueur,http://www.wikidata.org/entity/Q3169778
Jean-René,Lecerf,http://www.wikidata.org/entity/Q3169919
Jean-Yves,Autexier,http://www.wikidata.org/entity/Q3170096
Jean-Yves,Leconte,http://www.wikidata.org/entity/Q3170172
Jean-Yves,Mano,http://www.wikidata.org/entity/Q3170180
Jean-Étienne,Antoinette,http://www.wikidata.org/entity/Q3170254
Jean,Bardol,http://www.wikidata.org/entity/Q3170599
Jean,Barras,http://www.wikidata.org/entity/Q3170607
Jean,Bernard,http://www.wikidata.org/entity/Q3170718
Jean,Boyer,http://www.wikidata.org/entity/Q3170965
Jean,Boyer,http://www.wikidata.org/entity/Q3170967
Jean,Béranger,http://www.wikidata.org/entity/Q3171063
Jean,Chamant,http://www.wikidata.org/entity/Q3171209
Jean,Chérioux,http://www.wikidata.org/entity/Q3171317
Jean,Clerc,http://www.wikidata.org/entity/Q3171341
Jean,Clouet,http://www.wikidata.org/entity/Q3171348
Jean,Colin,http://www.wikidata.org/entity/Q3171373
Jean,David,http://www.wikidata.org/entity/Q3171583
Jean,Delaneau,http://www.wikidata.org/entity/Q3171628
Jean,Desmarets,http://www.wikidata.org/entity/Q3171715
Jean,Dumont,http://www.wikidata.org/entity/Q3171860
Jean,Faure,http://www.wikidata.org/entity/Q3171987
Jean,Fleury,http://www.wikidata.org/entity/Q3172027
Jean,Ganeval,http://www.wikidata.org/entity/Q3172209
Jean,García,http://www.wikidata.org/entity/Q3172217
Jean,Geoffroy,http://www.wikidata.org/entity/Q3172268
Jean,Germain,http://www.wikidata.org/entity/Q3172289
Jean,Gravier,http://www.wikidata.org/entity/Q3172380
Jean,Huchon,http://www.wikidata.org/entity/Q3172567
Jean,Lacaze,http://www.wikidata.org/entity/Q3172928
Jean,Legaret,http://www.wikidata.org/entity/Q3173146
Jean,Mercier,http://www.wikidata.org/entity/Q3173489
Jean,Milhau,http://www.wikidata.org/entity/Q3173531
Jean,Natali,http://www.wikidata.org/entity/Q3173678
Jean,Nayrou,http://www.wikidata.org/entity/Q3173681
Jean,Nègre,http://www.wikidata.org/entity/Q3173754
Jean,Pourchet,http://www.wikidata.org/entity/Q3174104
Jean,Proriol,http://www.wikidata.org/entity/Q3174126
Jean,Puech,http://www.wikidata.org/entity/Q3174139
Jean,Pépin,http://www.wikidata.org/entity/Q3174163
Jean,Roger,http://www.wikidata.org/entity/Q3174388
Jean,Simonin,http://www.wikidata.org/entity/Q3174645
Jean,Varlet,http://www.wikidata.org/entity/Q3174971
Jean,de Bagneux,http://www.wikidata.org/entity/Q3175244
Jean-Philippe,Lachenaud,http://www.wikidata.org/entity/Q3168817
Jean-Paul,Amoudry,http://www.wikidata.org/entity/Q3168336
Jean-Paul,Delevoye,http://www.wikidata.org/entity/Q3168448
Jean-Paul,Hammann,http://www.wikidata.org/entity/Q3168520
Jean-Paul,Hugot,http://www.wikidata.org/entity/Q3168531
Jean-Paul,Virapoullé,http://www.wikidata.org/entity/Q3168709
Jean-Paul,de Rocca Serra,http://www.wikidata.org/entity/Q3168726
Jean-Noël,Guérini,http://www.wikidata.org/entity/Q3168248
Jean-Louis,Carrère,http://www.wikidata.org/entity/Q3166690
Jean-Louis,Fournier,http://www.wikidata.org/entity/Q3166768
Jean-Louis,Lorrain,http://www.wikidata.org/entity/Q3166865
Jean-Louis,Tourenne,http://www.wikidata.org/entity/Q3167000
Jean-Louis,Vigier,http://www.wikidata.org/entity/Q3167020
Jean-Louis,Masson,http://www.wikidata.org/entity/Q3173270
Jean-Marc,Boyer,http://www.wikidata.org/entity/Q3167339
Jean-Marc,Pastor,http://www.wikidata.org/entity/Q3167458
Jean-Marc,Pastor,http://www.wikidata.org/entity/Q3167458
Jean-Marc,Pastor,http://www.wikidata.org/entity/Q3167458
Jean-Marc,Todeschini,http://www.wikidata.org/entity/Q3167502
Jean-Léonce,Dupont,http://www.wikidata.org/entity/Q3167301
Jean-Vincent,Placé,http://www.wikidata.org/entity/Q3170082
Jean-Éric,Bousch,http://www.wikidata.org/entity/Q3170245
Jeanny,Lorgeoux,http://www.wikidata.org/entity/Q3176304
Said,Jaffar,http://www.wikidata.org/entity/Q3173401
Louis,Thioléron,http://www.wikidata.org/entity/Q3263174
Marcel,Guislain,http://www.wikidata.org/entity/Q3289012
Marius,Moutet,http://www.wikidata.org/entity/Q3293837
Marie,Gournay,http://www.wikidata.org/entity/Q3291766
Jules,Faigt,http://www.wikidata.org/entity/Q3188572
Jules,Fil,http://www.wikidata.org/entity/Q3188578
Jules,Pinsard,http://www.wikidata.org/entity/Q3188848
Jules,Roujon,http://www.wikidata.org/entity/Q3188897
Joël,Billard,http://www.wikidata.org/entity/Q3187362
Joël,Guerriau,http://www.wikidata.org/entity/Q3187409
Joël,Labbé,http://www.wikidata.org/entity/Q3187426
Louis,André,http://www.wikidata.org/entity/Q3261045
Louis,Boyer,http://www.wikidata.org/entity/Q3261342
Louis,Brives,http://www.wikidata.org/entity/Q3261363
Louis,Gros,http://www.wikidata.org/entity/Q3262090
Louis,Guillou,http://www.wikidata.org/entity/Q3262114
Louis,Lazuech,http://www.wikidata.org/entity/Q3262454
Louis,Le Montagner,http://www.wikidata.org/entity/Q3262479
Louis,Leygue,http://www.wikidata.org/entity/Q3262538
Louis,Longequeue,http://www.wikidata.org/entity/Q3262549
Louis,Martin,http://www.wikidata.org/entity/Q3262650
Louis,Mercier,http://www.wikidata.org/entity/Q3262684
Louis,Orvoën,http://www.wikidata.org/entity/Q3262827
Louis,Roy,http://www.wikidata.org/entity/Q3263059
Louis,Talamoni,http://www.wikidata.org/entity/Q3263155
Louis,de Broissia,http://www.wikidata.org/entity/Q3263401
Louis,de La Forest,http://www.wikidata.org/entity/Q3263494
Marie-Françoise,Pérol-Dumont,http://www.wikidata.org/entity/Q3291832
Marcel,Cléach,http://www.wikidata.org/entity/Q3288602
Marcel,Audy,http://www.wikidata.org/entity/Q3288624
Marcel,Bertrand,http://www.wikidata.org/entity/Q3288669
Marcel,Bony,http://www.wikidata.org/entity/Q3288704
Marcel,Boulangé,http://www.wikidata.org/entity/Q3288712
Marcel,Brégégère,http://www.wikidata.org/entity/Q3288739
Marcel,Champeix,http://www.wikidata.org/entity/Q3288785
Marcel,Charmant,http://www.wikidata.org/entity/Q3288791
Marcel,Debarge,http://www.wikidata.org/entity/Q3288851
Marcel,Fortier,http://www.wikidata.org/entity/Q3288951
Marcel,Gargar,http://www.wikidata.org/entity/Q3288972
Marcel,Henry,http://www.wikidata.org/entity/Q3289029
Marcel,Lambert,http://www.wikidata.org/entity/Q3289098
Marcel,Lebreton,http://www.wikidata.org/entity/Q3289118
Marcel,Lemaire,http://www.wikidata.org/entity/Q3289134
Marcel,Lucotte,http://www.wikidata.org/entity/Q3289176
Marcel,Martin,http://www.wikidata.org/entity/Q3289206
Marcel,Rosette,http://www.wikidata.org/entity/Q3289351
Marcel,Souquet,http://www.wikidata.org/entity/Q3289411
Marcel,Vidal,http://www.wikidata.org/entity/Q3289473
Marcel,Wacheux,http://www.wikidata.org/entity/Q3289479
Joëlle,Dusseau,http://www.wikidata.org/entity/Q3187491
